Beds;Host Id;Year;Day;Month;Name;Neighbourhood;Number Of Reviews;Number of Records;Price;Property Type;Review Scores Rating;Room Type;Location
1;29537935;2015;17;3;Heart of East Village;Manhattan;0;1;125;Apartment;None;Private room;ZIP:10003
1;29504120;2015;17;3;Harlem Artist Sanctuary;Manhattan;0;1;80;Apartment;None;Private room;ZIP:10039
1;29542399;2015;17;3;Private Room&Bath Upper East Side;Manhattan;1;1;95;Apartment;None;Private room;ZIP:10128
1;29517022;2015;17;3;Female Only! Private room/Queens;Queens;0;1;55;House;None;Private room;ZIP:11379
2;29542399;2015;17;3;Living Room Upper East Side;Manhattan;3;1;65;Apartment;87;Shared room;ZIP:10128
2;29565471;2015;18;3;Brownstone Duplex with Backyard !;Brooklyn;7;1;150;Apartment;89;Entire home/apt;ZIP:11221
5;29594719;2015;18;3;Best of Carroll Gardens;Brooklyn;1;1;395;House;100;Entire home/apt;ZIP:11231
1;8875262;2015;18;3;LOVELY LES APT w/ GREAT VIEWS;Manhattan;4;1;195;Apartment;100;Entire home/apt;ZIP:10002
2;29557973;2015;18;3;Luxury East Village Designer Flat;Manhattan;22;1;233;Apartment;95;Entire home/apt;ZIP:10003
1;29571869;2015;18;3;Spacious Studio Close to St Marks;Manhattan;0;1;155;Apartment;None;Entire home/apt;ZIP:10009
1;29567116;2015;18;3;Cozy Chelsea apartment off 10th Ave;Manhattan;0;1;309;Apartment;None;Entire home/apt;ZIP:10011
2;29599270;2015;18;3;Two king beds and one bathroom.;Manhattan;1;1;250;Apartment;None;Entire home/apt;ZIP:10016
2;29599661;2015;18;3;One bedroom comfortable home;Manhattan;7;1;125;Apartment;87;Entire home/apt;ZIP:10029
1;29583104;2015;18;3;1 BedRoom Cozy Harlem Hideaway;Manhattan;1;1;80;Apartment;100;Entire home/apt;ZIP:10031
1;29600257;2015;18;3;Modern Chic Apt in Central Harlem!;Manhattan;6;1;170;Apartment;76;Entire home/apt;ZIP:10037
1;29544115;2015;18;3;Bedroom in Midtown Apartment;Manhattan;0;1;70;Apartment;None;Private room;ZIP:10022
1;29599415;2015;18;3;Cozy bedroom with full-size bed;Manhattan;0;1;60;Apartment;None;Private room;ZIP:10026
1;29597211;2015;18;3;Room in Manhattan(only for women);Manhattan;1;1;100;Apartment;100;Private room;ZIP:10029
1;29592244;2015;18;3;Cozy & clean private bedroom & bath;Queens;12;1;60;Apartment;90;Private room;ZIP:11375
1;29593741;2015;18;3;Private room in Ridgewood;Queens;0;1;100;Apartment;None;Private room;ZIP:11385
2;29602015;2015;18;3;Seperate house w/ transport;Staten Island;0;1;60;Bed & Breakfast;None;Shared room;ZIP:10303
1;29628369;2015;19;3;Park Block Studio;Brooklyn;20;1;175;Apartment;95;Entire home/apt;ZIP:11215
1;29656088;2015;19;3;Small 1 Bedroom Apt, LES;Manhattan;0;1;150;Apartment;None;Entire home/apt;ZIP:10002
2;29650413;2015;19;3;2 BR duplex, large deck, UWS!;Manhattan;1;1;295;Apartment;100;Entire home/apt;ZIP:10023
2;29638270;2015;19;3;Cute, Spacious & Unique Apt on UWS;Manhattan;1;1;300;Apartment;100;Entire home/apt;ZIP:10024
1;29651191;2015;19;3;Spacious Studio - Central Park!;Manhattan;3;1;200;Apartment;100;Entire home/apt;ZIP:10025
1;29603932;2015;19;3;Beautiful Inwood 1bdr 8/15-10/1;Manhattan;1;1;130;Apartment;100;Entire home/apt;ZIP:10034
1;29661897;2015;19;3;NYC 1-Bedroom Apt in the Heights;Manhattan;3;1;70;Apartment;None;Entire home/apt;ZIP:10040
1;29603520;2015;19;3;Luxury City-Riverview Studio;Queens;2;1;225;Apartment;50;Entire home/apt;ZIP:11101
1;29650513;2015;19;3;BUDGET LUXURY A IN A CHARMING AREA!;Brooklyn;14;1;110;Apartment;94;Private room;ZIP:11205
1;29650513;2015;19;3;BUDGET LUXURY B IN A CHARMING AREA!;Brooklyn;11;1;110;Apartment;95;Private room;ZIP:11205
1;29650513;2015;19;3;BUDGET LUXURY C IN A CHARMING AREA!;Brooklyn;15;1;110;Apartment;83;Private room;ZIP:11205
1;29650513;2015;19;3;LUXURY ROOM 1 CHARMING CLINTON HILL;Brooklyn;14;1;110;Apartment;90;Private room;ZIP:11205
1;29650513;2015;19;3;LUXURY ROOM 2 CHARMING CLINTON HILL;Brooklyn;18;1;110;Apartment;88;Private room;ZIP:11205
1;29638836;2015;19;3;Bohemian Artist loft;Brooklyn;4;1;35;Apartment;90;Private room;ZIP:11206
1;29629365;2015;19;3;Private Bedroom/Bathroom/Workspace;Brooklyn;2;1;80;Apartment;90;Private room;ZIP:11216
1;29642992;2015;19;3;Welcome to Brooklyn!;Brooklyn;3;1;69;Apartment;93;Private room;ZIP:11218
1;29629428;2015;19;3;Cozy Room in The heart of Bushwick!;Brooklyn;1;1;40;Apartment;100;Private room;ZIP:11237
1;29630860;2015;19;3;Large room with ensuite bathroom;Manhattan;0;1;80;Apartment;None;Private room;ZIP:10004
1;29624311;2015;19;3;Newly renovated master bedroom.;Manhattan;16;1;99;Apartment;88;Private room;ZIP:10025
1;29633516;2015;19;3;Bright and Spacious Room;Queens;4;1;75;Apartment;100;Private room;ZIP:11372
2;29683852;2015;20;3;DNTWN BK / Boerum Hill Sky Loft;Brooklyn;2;1;150;Apartment;100;Entire home/apt;ZIP:11201
2;29685154;2015;20;3;Spacious One Bed-Room in Chelsea !;Manhattan;7;1;250;Apartment;97;Entire home/apt;ZIP:10011
1;29698290;2015;20;3;Cozy & Quiet 1 BR - Lincoln Center;Manhattan;0;1;147;Apartment;None;Entire home/apt;ZIP:10023
2;29690360;2015;20;3;A large 1-bedroom apartment;Manhattan;0;1;120;Apartment;None;Entire home/apt;ZIP:10034
1;29707420;2015;20;3;1Br apt on the UES accomodates two;Manhattan;0;1;150;Apartment;None;Entire home/apt;ZIP:10075
1;29683876;2015;20;3;Cozy bedroom in Greenpoint, BK;Brooklyn;2;1;90;Apartment;100;Private room;ZIP:11222
1;29693386;2015;20;3;Urban Rustic Room In Artist's Loft!;Brooklyn;1;1;65;Loft;100;Private room;ZIP:11206
1;29685660;2015;20;3;Large Sunny Clean Manhattan LoftBed;Manhattan;38;1;92;Apartment;97;Private room;ZIP:10029
3;29709448;2015;20;3;Stay in a city you've always wanted;Manhattan;2;1;70;Apartment;90;Private room;ZIP:10030
1;29685650;2015;20;3;Bedroom in Harlem;Manhattan;0;1;54;Apartment;None;Private room;ZIP:10031
1;29697292;2015;20;3;Beautiful Room Near S. St. Seaport;Manhattan;0;1;90;Apartment;None;Private room;ZIP:10038
1;29739883;2015;21;3;Large, sunny, private studio Apt 2F;Brooklyn;24;1;85;Apartment;96;Entire home/apt;ZIP:11222
1;29739883;2015;21;3;Large, sunny, private studio Apt 2R;Brooklyn;27;1;95;Apartment;96;Entire home/apt;ZIP:11222
1;29761172;2015;21;3;Bright Prospect Park Artist Studio;Brooklyn;9;1;110;Apartment;89;Entire home/apt;ZIP:11225
2;29752825;2015;21;3;This studio is bananas!;Manhattan;2;1;185;Apartment;80;Entire home/apt;ZIP:10010
4;29745365;2015;21;3;2 bedroom apt close to Times Square;Manhattan;0;1;399;Apartment;None;Entire home/apt;ZIP:10019
1;29759015;2015;21;3;Lovely Brownstone with huge terrace;Manhattan;0;1;250;Apartment;None;Entire home/apt;ZIP:10023
1;29741575;2015;21;3;Central Park Brownstone Studio;Manhattan;0;1;150;Apartment;None;Entire home/apt;ZIP:10024
1;29743287;2015;21;3;Adorable Jr One Bed/quiet/safe;Manhattan;0;1;125;Apartment;None;Entire home/apt;ZIP:10025
3;29760223;2015;21;3;****PEACE IN THE CITY****;Manhattan;7;1;180;Apartment;94;Entire home/apt;ZIP:10034
2;29742757;2015;21;3;Let THE SUN SHINE IN ~whole apt.;Queens;1;1;140;Apartment;100;Entire home/apt;ZIP:11374
1;29736180;2015;21;3;Homey spot in fun neighborhood!;Brooklyn;1;1;40;Apartment;40;Private room;ZIP:11238
1;29765186;2015;21;3;Bushwick Loft-Vacation Room Rental;Brooklyn;2;1;55;Loft;80;Private room;ZIP:11206
2;29742757;2015;21;3;LET THE SUN SHINE IN;Queens;2;1;70;Apartment;100;Private room;ZIP:11374
1;29727326;2015;21;3;Indoor pool;Queens;0;1;135;Bed & Breakfast;None;Private room;ZIP:11432
2;29713679;2015;21;3;One night of sleep Tveo Crash Pad;Queens;0;1;55;House;None;Shared room;ZIP:11369
1;29829574;2015;22;3;Herald Square Luxury;Manhattan;0;1;300;Apartment;None;Entire home/apt;ZIP:10001
1;29784880;2015;22;3;Spacious, Renovated 1 BR Loft Apt;Manhattan;1;1;150;Apartment;100;Entire home/apt;ZIP:10002
1;29825673;2015;22;3;Chic, Inviting East Village Apt;Manhattan;6;1;175;Apartment;100;Entire home/apt;ZIP:10003
1;29795978;2015;22;3;One bedroom in Manhattan Newyork NY;Manhattan;4;1;150;Apartment;80;Entire home/apt;ZIP:10011
3;29795991;2015;22;3;Chelsea Duplex 2 BR/1.5 Bath;Manhattan;9;1;430;Apartment;93;Entire home/apt;ZIP:10011
2;29769754;2015;22;3;Beautiful 1205 ft classic NoHo Loft;Manhattan;2;1;499;Apartment;100;Entire home/apt;ZIP:10012
1;29813394;2015;22;3;Gorgeous Entire Midtown Apartment!;Manhattan;3;1;151;Apartment;80;Entire home/apt;ZIP:10016
2;29769068;2015;22;3;Cozy apt near Central Park!;Manhattan;1;1;250;Apartment;80;Entire home/apt;ZIP:10025
3;29830300;2015;22;3;Rooftop Terrace/Balcony & Doorman;Manhattan;6;1;229;Apartment;80;Entire home/apt;ZIP:10065
3;29826874;2015;22;3;Park Ave/28*NEW*2BR+OFFICE*ELEVATOR;Manhattan;9;1;399;Loft;97;Entire home/apt;ZIP:10016
1;29810614;2015;22;3;Private Queen Bed, EV/Union Sq;Manhattan;1;1;120;Apartment;100;Private room;ZIP:10003
1;29814440;2015;22;3;One bedroom in E. Village;Manhattan;0;1;45;Apartment;None;Private room;ZIP:10009
1;29827657;2015;22;3;Sunny Spacious 1 BR EV doorman bldg;Manhattan;1;1;45;Apartment;100;Private room;ZIP:10009
1;29769754;2015;22;3;1,205 ft Classic NoHo Loft;Manhattan;4;1;299;Apartment;100;Private room;ZIP:10012
4;29830547;2015;22;3;One Private Quiet Big Room;Manhattan;1;1;60;Apartment;100;Private room;ZIP:10025
1;29792577;2015;22;3;Room Available!;Manhattan;4;1;60;Apartment;100;Private room;ZIP:10031
2;29830300;2015;22;3;Rooftop Terrace/Balcony & Doorman;Manhattan;0;1;149;Apartment;None;Private room;ZIP:10065
2;29786027;2015;22;3;Big Bedroom in Huge Loft. W.37thNYC;Manhattan;2;1;99;Loft;90;Private room;ZIP:10018
1;29817997;2015;22;3;Sleeping in NYC, like home (1).;Queens;2;1;75;Apartment;90;Private room;ZIP:11374
2;29817997;2015;22;3;Sleeping in NYC, like home.;Queens;18;1;75;Apartment;90;Private room;ZIP:11374
1;29832422;2015;22;3;10 minLGA and 30min JFK cozy Rm;Queens;13;1;50;House;94;Private room;ZIP:11370
4;29895330;2015;23;3;Cobble Hill 3BR/2BA;Brooklyn;5;1;175;Apartment;100;Entire home/apt;ZIP:11231
1;29882470;2015;23;3;Cozy 1BR - Crown Heights, Brooklyn;Brooklyn;2;1;135;Apartment;100;Entire home/apt;ZIP:11238
1;29885564;2015;23;3;Spectacular Views & Comfy 1 bedroom;Manhattan;3;1;199;Apartment;100;Entire home/apt;ZIP:10003
2;29888065;2015;23;3;East Village;Manhattan;0;1;255;Apartment;None;Entire home/apt;ZIP:10009
1;29885916;2015;23;3;Architects Central SoHo 1BR Home;Manhattan;1;1;300;Apartment;100;Entire home/apt;ZIP:10013
1;29877911;2015;23;3;Peaceful Bohemian Studio;Manhattan;3;1;130;Apartment;87;Entire home/apt;ZIP:10026
2;29887425;2015;23;3;Renovated Contemporary Urban Living;Manhattan;10;1;175;Apartment;96;Entire home/apt;ZIP:10030
1;29880750;2015;23;3;Clean, FABULOUS Location! Near all;Queens;2;1;140;Apartment;100;Entire home/apt;ZIP:11106
5;29841567;2015;23;3;Large 3 room Time Square in 15 mins;Queens;5;1;99;Apartment;80;Entire home/apt;ZIP:11377
1;29857858;2015;23;3;GREAT room w/ Balkony Brooklyn;Brooklyn;3;1;81;Apartment;100;Private room;ZIP:11206
1;29890466;2015;23;3;Brooklyn Room is Cozy Apartment;Brooklyn;0;1;120;Apartment;None;Private room;ZIP:11211
1;29854689;2015;23;3;Lovely private room close to train;Brooklyn;0;1;90;Apartment;None;Private room;ZIP:11221
1;29896455;2015;23;3;Room avail in Bowery neighborhood;Manhattan;0;1;60;Apartment;None;Private room;ZIP:10002
1;29893120;2015;23;3;PRIVATE Bedroom & bathroom  TRIBECA;Manhattan;4;1;99;Apartment;65;Private room;ZIP:10007
1;29890466;2015;23;3;Lower East Side Apartment w/ Roof!;Manhattan;4;1;65;Apartment;100;Private room;ZIP:10009
1;29894960;2015;23;3;AMAZING room East Village;Manhattan;0;1;140;Apartment;None;Private room;ZIP:10009
1;29894960;2015;23;3;Unbeatable room in East Village;Manhattan;6;1;120;Apartment;84;Private room;ZIP:10009
1;29879873;2015;23;3;Large beautiful bedroom in Chelsea;Manhattan;1;1;120;Apartment;None;Private room;ZIP:10011
1;29876734;2015;23;3;Entire Top Floor in Amazing Duplex;Manhattan;1;1;125;Apartment;None;Private room;ZIP:10014
1;29867161;2015;23;3;Luxury/Midtown East;Manhattan;0;1;165;Apartment;None;Private room;ZIP:10016
1;29888597;2015;23;3;Spacious Private Room in Wash Hts!;Manhattan;7;1;70;Apartment;91;Private room;ZIP:10032
1;29887425;2015;23;3;Contemporary Urban Renovated Duplex;Manhattan;5;1;125;House;100;Private room;ZIP:10030
2;29871437;2015;23;3;Moma Casanova;Queens;9;1;85;Apartment;98;Private room;ZIP:11104
1;29864634;2015;23;3;Spacious private room close to JFK;Queens;12;1;45;Apartment;87;Private room;ZIP:11418
2;29956620;2015;24;3;CHARMING GIANT BK APARTMENT!!!!;Brooklyn;0;1;100;Apartment;None;Entire home/apt;ZIP:11231
2;29954577;2015;24;3;NYC Lower East Side Apt;Manhattan;0;1;100;Apartment;None;Entire home/apt;ZIP:10002
1;29954215;2015;24;3;Classic W. Village Apartment;Manhattan;0;1;145;Apartment;None;Entire home/apt;ZIP:10011
1;29936494;2015;24;3;Cozy Quiet 1 BR Apt Hell's Kitchen;Manhattan;6;1;175;Apartment;100;Entire home/apt;ZIP:10019
2;29957064;2015;24;3;Huge 1br 1 sub stop from GC;Queens;2;1;135;Apartment;20;Entire home/apt;ZIP:11101
1;29952340;2015;24;3;Private room in a Lux loft in Wlbrg;Brooklyn;0;1;120;Apartment;None;Private room;ZIP:11211
1;3526429;2015;24;3;Brooklyn Townhome/Duplex;Brooklyn;0;1;100;Apartment;None;Private room;ZIP:11216
1;29930116;2015;24;3;Enormous light filled room;Brooklyn;4;1;63;Apartment;90;Private room;ZIP:11221
1;29941723;2015;24;3;Large Pvt Room in Bushwick NYC;Brooklyn;12;1;70;House;100;Private room;ZIP:11207
1;29936291;2015;24;3;LES Room with Balcony and View;Manhattan;1;1;150;Apartment;100;Private room;ZIP:10002
1;29901463;2015;24;3;68 street Upper West Side Only Girl;Manhattan;0;1;125;Apartment;None;Private room;ZIP:10023
1;29919716;2015;24;3;East Harlem, Central Park;Manhattan;2;1;60;Apartment;90;Private room;ZIP:10029
1;29901463;2015;24;3;UPPER WEST SIDE 68St ONLY GIRLS;Manhattan;6;1;70;Apartment;90;Shared room;ZIP:10023
2;29988895;2015;25;3;BK Heights 2 BR w/backyard;Brooklyn;22;1;200;Apartment;92;Entire home/apt;ZIP:11201
1;30022284;2015;25;3;Penthouse in Heart of Williamsburg;Brooklyn;0;1;249;Apartment;None;Entire home/apt;ZIP:11249
4;29999716;2015;25;3;Contemporary Brooklyn Town House;Brooklyn;0;1;650;House;None;Entire home/apt;ZIP:11215
1;29997315;2015;25;3;One Bedroom Tribeca;Manhattan;1;1;480;Apartment;100;Entire home/apt;ZIP:10013
2;30019416;2015;25;3;Lux 2fl pentho, 2 priv roof lounges;Manhattan;18;1;385;Apartment;98;Entire home/apt;ZIP:10016
1;29995692;2015;25;3;Comfy Perfect Location 10min to NYC;Queens;2;1;110;Apartment;100;Entire home/apt;ZIP:11106
2;30013148;2015;25;3;Huge Room Perfect for Small Groups;Bronx;22;1;51;Apartment;83;Private room;ZIP:10453
1;30021924;2015;25;3;Private Room in PRIME WILLIAMSBURG;Brooklyn;2;1;120;Apartment;100;Private room;ZIP:11211
1;30006954;2015;25;3;Private 1 Bedroom, in greenpoint;Brooklyn;0;1;100;Apartment;None;Private room;ZIP:11222
3;29998960;2015;25;3;Charming room in a 3 bedroom apt;Manhattan;8;1;90;Apartment;93;Private room;ZIP:10002
1;18163888;2015;25;3;1BR in 2BR Renovated Apt - Downtown;Manhattan;1;1;100;Apartment;100;Private room;ZIP:10009
1;30007302;2015;25;3;Large room in historic neighborhood;Manhattan;0;1;41;Apartment;None;Private room;ZIP:10032
2;29968884;2015;25;3;One Bedroom Apartment;Manhattan;4;1;99;Apartment;93;Private room;ZIP:10128
2;29997683;2015;25;3;新一处;Queens;17;1;60;Apartment;83;Private room;ZIP:11355
2;30045130;2015;26;3;2-Bed Rooftop Over Park! Tudor City;Manhattan;2;1;250;Apartment;100;Entire home/apt;ZIP:10017
2;30057194;2015;26;3;Uptown NYC Apartment;Manhattan;0;1;65;Apartment;None;Entire home/apt;ZIP:10026
5;30068370;2015;26;3;Manhattan family vacation;Manhattan;1;1;75;Apartment;100;Entire home/apt;ZIP:10032
1;30066276;2015;26;3;sunny + comfy bedroom in greenpoint;Brooklyn;1;1;55;Apartment;100;Private room;ZIP:11222
1;30049880;2015;26;3;20mins away from Manhattan! Cozy!!;Brooklyn;1;1;50;Apartment;100;Private room;ZIP:11237
1;30078721;2015;26;3;1 bedroom, large williamsburg loft;Brooklyn;0;1;80;Loft;None;Private room;ZIP:11249
1;30047685;2015;26;3;Spacious private room in prime SoHo;Manhattan;3;1;145;Apartment;100;Private room;ZIP:10012
1;30050925;2015;26;3;Room in Spacious UWS Apartment;Manhattan;0;1;80;Apartment;None;Private room;ZIP:10025
1;30037999;2015;26;3;Cozy BedRoom;Manhattan;15;1;70;Apartment;93;Private room;ZIP:10026
2;30059259;2015;26;3;Cozy 2brs whit private bathroom;Manhattan;4;1;60;Apartment;95;Private room;ZIP:10030
1;30076010;2015;26;3;Bright Single Room with 1/2 bath;Manhattan;0;1;75;Apartment;None;Private room;ZIP:10033
1;30059838;2015;26;3;Room in a 2 bed. appartment Astoria;Queens;0;1;50;Apartment;None;Private room;ZIP:11102
1;30099624;2015;27;3;Cute, Cozy Brooklyn Apartment!;Brooklyn;4;1;70;Apartment;85;Entire home/apt;ZIP:11205
2;30118628;2015;27;3;Quirky 2BR in Lower East Side;Manhattan;4;1;160;Apartment;95;Entire home/apt;ZIP:10002
4;30080009;2015;27;3;Breathtaking 3BD Best Neighborhood!;Manhattan;17;1;420;Apartment;89;Entire home/apt;ZIP:10019
4;30080009;2015;27;3;Designer Times Square Loft!;Manhattan;15;1;499;Apartment;88;Entire home/apt;ZIP:10019
2;30122916;2015;27;3;HEART OF HARLEM;Manhattan;6;1;85;Apartment;83;Entire home/apt;ZIP:10031
2;30112622;2015;27;3;Chic Upper East Side 2 Bedroom;Manhattan;1;1;250;Apartment;80;Entire home/apt;ZIP:10128
2;30080463;2015;27;3;Heavenly HARLEM Hideaway;Manhattan;6;1;188;House;97;Entire home/apt;ZIP:10026
1;30110314;2015;27;3;IMMEDIATE BOOKING Available!;Queens;1;1;110;Apartment;None;Entire home/apt;ZIP:11368
1;30128072;2015;27;3;Beautiful room in Brooklyn;Brooklyn;0;1;75;Apartment;None;Private room;ZIP:11206
1;30112106;2015;27;3;Belltower room in huge loft;Brooklyn;3;1;70;Loft;87;Private room;ZIP:11206
2;30121698;2015;27;3;Nice spacious room in a 2 bdrm apt;Manhattan;10;1;60;Apartment;96;Private room;ZIP:10040
1;30099248;2015;27;3;Waterfront view on the UES;Manhattan;0;1;87;Apartment;None;Private room;ZIP:10065
1;30080463;2015;27;3;Cozy Manhattan Bedroom w/ Terrace;Manhattan;13;1;111;House;98;Private room;ZIP:10026
1;30111815;2015;27;3;Battery Park,  New York City;Manhattan;5;1;90;Apartment;92;Shared room;ZIP:10280
5;30147521;2015;28;3;Family Friendly 2 BDR in Brooklyn!;Brooklyn;4;1;175;Apartment;90;Entire home/apt;ZIP:11238
1;30163169;2015;28;3;Spacious & Sunny 1 Bedroom Apt LES;Manhattan;4;1;175;Apartment;100;Entire home/apt;ZIP:10002
2;30155927;2015;28;3;Cozy 2BD/1 bath;Manhattan;1;1;250;Apartment;100;Entire home/apt;ZIP:10280
1;9421062;2015;28;3;Large Room, Private Entrance & Bath;Brooklyn;3;1;120;Apartment;100;Private room;ZIP:11238
1;30161133;2015;28;3;A cozy and fair price room in NY;Brooklyn;10;1;49;House;92;Private room;ZIP:11223
2;30158793;2015;28;3;SoHo apartment-coolest block;Manhattan;0;1;200;Apartment;None;Private room;ZIP:10012
1;30155143;2015;28;3;Spacious One Bedroom;Manhattan;0;1;95;Apartment;None;Private room;ZIP:10029
1;30166510;2015;28;3;Private Room in Astoria;Queens;1;1;50;Apartment;100;Private room;ZIP:11102
1;30241163;2015;29;3;Sunny Spacious Studio Apartment;Brooklyn;10;1;74;Apartment;84;Entire home/apt;ZIP:11210
2;30238962;2015;29;3;MODERN || CHIC 2BD 2BA LOFT;Brooklyn;1;1;255;Apartment;100;Entire home/apt;ZIP:11221
3;30215379;2015;29;3;Charming Water Front Apartment;Brooklyn;19;1;180;Apartment;85;Entire home/apt;ZIP:11249
2;30185638;2015;29;3;Charming Apartment in Manhattan;Manhattan;1;1;112;Apartment;100;Entire home/apt;ZIP:10016
1;30238763;2015;29;3;UWS Charming Penthouse Studio;Manhattan;0;1;150;Apartment;None;Entire home/apt;ZIP:10024
1;30245474;2015;29;3;Huge, Bright Home- Steps from C.P.;Manhattan;17;1;205;Apartment;88;Entire home/apt;ZIP:10024
1;30226229;2015;29;3;True 1 bedroom near Central Park!;Manhattan;0;1;250;Apartment;None;Entire home/apt;ZIP:10028
1;30196119;2015;29;3;Sexy one bedroom in uptown Harlem !;Manhattan;0;1;225;Apartment;None;Entire home/apt;ZIP:10031
1;30224269;2015;29;3;Amazing location! EastsideManhattan;Manhattan;17;1;140;Apartment;94;Entire home/apt;ZIP:10128
1;30242632;2015;29;3;Luxury upper east side escape;Manhattan;0;1;295;Apartment;None;Entire home/apt;ZIP:10128
6;30208406;2015;29;3;NYC Brownstone Duplex With Backyard;Manhattan;1;1;400;Townhouse;100;Entire home/apt;ZIP:10011
6;30214562;2015;29;3;4 bedrooms private house;Queens;9;1;200;House;98;Entire home/apt;ZIP:11432
1;30224590;2015;29;3;Comfy, affordable private room;Brooklyn;3;1;65;Apartment;67;Private room;ZIP:11206
1;30238962;2015;29;3;BED STUY CHIC || Modern Loft Space;Brooklyn;1;1;99;Apartment;None;Private room;ZIP:11221
1;30232899;2015;29;3;Room in Brooklyn, June 23-July 27;Brooklyn;2;1;55;Apartment;100;Private room;ZIP:11238
2;30242959;2015;29;3;NYC Charming Harlem Brownstone!;Manhattan;15;1;110;Apartment;96;Private room;ZIP:10031
2;30209683;2015;29;3;Large 2BR Luxury Doorman Building;Manhattan;0;1;165;Apartment;None;Private room;ZIP:10075
1;30209683;2015;29;3;Private Room/Living Rm/Kitchen;Manhattan;0;1;175;Apartment;None;Private room;ZIP:10075
1;30245977;2015;29;3;뉴욕 퀸즈, 베이사이드, 롱아일랜드 중,고교 홈스테이원합니다.;Queens;0;1;88;House;None;Private room;ZIP:11364
1;6422043;2015;30;3;Gorgeous Garden Level Apartment;Brooklyn;10;1;225;Apartment;98;Entire home/apt;ZIP:11205
1;30310405;2015;30;3;1 Bd in Great Williamsburg Location;Brooklyn;3;1;120;Apartment;87;Entire home/apt;ZIP:11211
2;30312382;2015;30;3;JULY DEAL 1-BEDROOM CROWN HEIGHTS;Brooklyn;0;1;70;Apartment;None;Entire home/apt;ZIP:11225
1;30283594;2015;30;3;NYC Luxury Studio Steps from SoHo;Manhattan;0;1;500;Apartment;None;Entire home/apt;ZIP:10006
4;30247261;2015;30;3;NEW 2850 SQ FT SOHO/LittleItaly GEM;Manhattan;0;1;999;Apartment;None;Entire home/apt;ZIP:10013
1;30283594;2015;30;3;NYC Lux 1BR Apt Near City Hall;Manhattan;0;1;500;Apartment;None;Entire home/apt;ZIP:10038
1;30283594;2015;30;3;NYC Luxury 1BR Apt Near City Hall;Manhattan;0;1;500;Apartment;None;Entire home/apt;ZIP:10038
1;30283594;2015;30;3;NYC Luxury 1BR Apt. Near City Hall;Manhattan;0;1;500;Apartment;None;Entire home/apt;ZIP:10038
1;30247185;2015;30;3;1 bedroom garden apartment;Queens;1;1;65;Apartment;100;Entire home/apt;ZIP:11385
1;30288612;2015;30;3;Comfortable studio/Kew Gardens NY;Queens;14;1;85;Apartment;79;Entire home/apt;ZIP:11415
3;30310478;2015;30;3;Pet Friendly Room;Bronx;0;1;32;Apartment;None;Private room;ZIP:10451
2;30310478;2015;30;3;Pet Friendly Room in the Bronx;Bronx;24;1;33;Apartment;83;Private room;ZIP:10451
1;30280316;2015;30;3;Shared Room in Apartment;Brooklyn;0;1;40;Apartment;None;Private room;ZIP:11221
1;30296819;2015;30;3;Intimate Greenpoint Hideaway w/Deck;Brooklyn;11;1;72;Apartment;98;Private room;ZIP:11222
1;30306938;2015;30;3;Large & bright room/ LES loft share;Manhattan;0;1;119;Apartment;None;Private room;ZIP:10002
2;30314132;2015;30;3;Private Bedroom in 2BR APT;Manhattan;23;1;95;Apartment;91;Private room;ZIP:10013
1;30316667;2015;30;3;Large spacious room in Murray Hill;Manhattan;0;1;175;Apartment;None;Private room;ZIP:10016
1;30312537;2015;30;3;Cozy private room, awesome UWS area;Manhattan;1;1;75;Apartment;80;Private room;ZIP:10024
1;30299707;2015;30;3;Spacious, Bright and Quiet;Manhattan;2;1;70;Apartment;80;Private room;ZIP:10031
1;30267300;2015;30;3;Upper East Side private room;Manhattan;0;1;100;Apartment;None;Private room;ZIP:10128
1;30306928;2015;30;3;"Big, sunny bedroom w/42"" TV";Queens;4;1;90;Apartment;85;Private room;ZIP:11103
1;30309525;2015;30;3;Luxurious stylish comfort;Queens;13;1;61;Apartment;71;Private room;ZIP:11103
1;30353463;2015;31;3;East Williamsburg 1BR Railroad;Brooklyn;0;1;200;Apartment;None;Entire home/apt;ZIP:11206
1;30379085;2015;31;3;Incredible City Views from Brooklyn;Brooklyn;1;1;180;Apartment;100;Entire home/apt;ZIP:11215
1;30363973;2015;31;3;Modern Studio in Bedstuy;Brooklyn;2;1;125;Apartment;100;Entire home/apt;ZIP:11216
1;30340506;2015;31;3;Modern/Sunny Apt Close to Train!;Brooklyn;0;1;190;Apartment;None;Entire home/apt;ZIP:11221
2;30368670;2015;31;3;Charming 2 Bed in the LES;Manhattan;5;1;225;Apartment;84;Entire home/apt;ZIP:10002
1;30380075;2015;31;3;Earthy & Authentic Lower East Side;Manhattan;6;1;180;Apartment;97;Entire home/apt;ZIP:10002
2;30384619;2015;31;3;Chelsea Jewel;Manhattan;14;1;275;Apartment;91;Entire home/apt;ZIP:10011
2;30343315;2015;31;3;2BR Water Front Views East Harlem;Manhattan;0;1;112;Apartment;None;Entire home/apt;ZIP:10037
2;30354475;2015;31;3;Harlem 2bdr apt;Manhattan;0;1;150;Apartment;None;Entire home/apt;ZIP:10037
2;30343837;2015;31;3;Private, Quiet, 1-Bedroom Near Park;Manhattan;1;1;120;Apartment;100;Entire home/apt;ZIP:10040
